NU_INSCRICAO;NU_ANO;CO_MUNICIPIO_RESIDENCIA;NO_MUNICIPIO_RESIDENCIA;CO_UF_RESIDENCIA;SG_UF_RESIDENCIA;NU_IDADE;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;CO_MUNICIPIO_NASCIMENTO;NO_MUNICIPIO_NASCIMENTO;CO_UF_NASCIMENTO;SG_UF_NASCIMENTO;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;IN_BAIXA_VISAO;IN_CEGUEIRA;IN_SURDEZ;IN_DEFICIENCIA_AUDITIVA;IN_SURDO_CEGUEIRA;IN_DEFICIENCIA_FISICA;IN_DEFICIENCIA_MENTAL;IN_DEFICIT_ATENCAO;IN_DISLEXIA;IN_DISCALCULIA;IN_AUTISMO;IN_VISAO_MONOCULAR;IN_OUTRA_DEF;IN_GESTANTE;IN_LACTANTE;IN_IDOSO;IN_ESTUDA_CLASSE_HOSPITALAR;IN_SEM_RECURSO;IN_BRAILLE;IN_AMPLIADA_24;IN_AMPLIADA_18;IN_LEDOR;IN_ACESSO;IN_TRANSCRICAO;IN_LIBRAS;IN_TEMPO_ADICIONAL;IN_LEITURA_LABIAL;IN_MESA_CADEIRA_RODAS;IN_MESA_CADEIRA_SEPARADA;IN_APOIO_PERNA;IN_GUIA_INTERPRETE;IN_COMPUTADOR;IN_CADEIRA_ESPECIAL;IN_CADEIRA_CANHOTO;IN_CADEIRA_ACOLCHOADA;IN_PROVA_DEITADO;IN_MOBILIARIO_OBESO;IN_LAMINA_OVERLAY;IN_PROTETOR_AURICULAR;IN_MEDIDOR_GLICOSE;IN_MAQUINA_BRAILE;IN_SOROBAN;IN_MARCA_PASSO;IN_SONDA;IN_MEDICAMENTOS;IN_SALA_INDIVIDUAL;IN_SALA_ESPECIAL;IN_SALA_ACOMPANHANTE;IN_MOBILIARIO_ESPECIFICO;IN_MATERIAL_ESPECIFICO;IN_NOME_SOCIAL;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
190001004668;2019;1504208;Marabá;15;PA;23;F;2;3;1;1504208;Marabá;15;PA;1;6;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1504208;Marabá;15;PA;1;1;1;1;503;508;512;515;447.9;452.6;472.5;450.5;CDDBACAADADACDABDECEBDADECAECEBBEEAEADDCCAAAC;EEACBBAECAAAACEBDCDACDEEACAEEBECEDDEECAAEABBB;99999EEDAACBAACEEEDCECDBCEDDCEEECADCEEEDEAABCEAAEA;ECABAECDAEEDCDECEDBEBCBCAEECCDECCDEAACDBDCECC;1;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;120;120;120;140;160;660;B;C;C;B;2;B;A;C;C;A;B;B;A;B;A;A;A;A;B;A;A;C;A;A;B
190001004669;2019;1501402;Belém;15;PA;23;M;0;3;1;1501402;Belém;15;PA;2;0;2;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501402;Belém;15;PA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;H;E;F;D;4;D;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;E;A;B;B
190001004670;2019;1505536;Parauapebas;15;PA;39;F;1;2;1;1702901;Axixá do Tocantins;17;TO;1;13;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1505536;Parauapebas;15;PA;1;1;1;1;504;509;514;516;360.8;472.9;374.2;398.9;DAEDADAA*.*.DACBBADECDEEBDEA*DAAABABDABAAABEA;AEAEAEADEBABCBEAABBCBBAECACAAEECBEBEADAEEADAA;99999CBBADABBBDCBAEBEDBDCABEACDBAECACAEADCAEDBECDC;AAEEABDEADDDECEDCEEADA*.EBBBCCCCACBCBCCCEDABC;1;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;6;0;0;0;0;0;0;A;A;A;A;2;C;A;B;C;A;A;B;A;B;A;B;A;A;B;B;A;C;A;A;B
190001004671;2019;1500107;Abaetetuba;15;PA;21;M;1;2;2;;;;;1;1;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500107;Abaetetuba;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;C;E;C;D;3;B;A;B;B;A;B;B;A;B;A;A;A;A;B;A;A;B;A;B;B
190001004672;2019;1500800;Ananindeua;15;PA;25;M;1;3;1;1500800;Ananindeua;15;PA;1;8;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500800;Ananindeua;15;PA;1;1;1;1;506;507;511;517;432.6;418.2;438.2;599.7;ECDDABCEADCCCEECCABDECCDEAACBBCCDEEAAAA*BBBCE;CCCABCDECEACBBBABBCCDEDAEC*ACDCEBABCCEEECEACE;99999CEEDDEABDEDAAA*BECACEDEBCDEAAA*CCBAB*ECDBABCC;AAAACCACEBDEBACBADCDEAABCEACADEEDCBAECCCBBEEA;1;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;1;100;120;120;100;120;560;D;D;A;B;5;E;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;C;A;A;A
190001004673;2019;1501204;Baião;15;PA;22;M;1;1;1;1501402;Belém;15;PA;1;3;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501204;Baião;15;PA;1;1;1;1;503;510;513;515;383.6;468.2;518.6;429.8;ADDEDDDDEACEEBDCDECBCEDEDBDEDBDBBCACCCABABACE;AEECABDEBDCDECAEBCBECAEBECBBEEABEABBDCEABBDEE;99999ADADDABECCCCACEEDDEDDAEBCAEEBDDACADDCBCABDCCB;ACADAEBCADDABDDBCDBDBDDCABAEDBBDACBBECCABEADB;1;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;160;140;160;140;120;720;C;C;A;A;3;A;A;B;D;A;B;B;A;B;A;A;A;A;B;B;A;B;B;A;A
190001004674;2019;1504208;Marabá;15;PA;23;M;1;3;1;1504208;Marabá;15;PA;1;3;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1504208;Marabá;15;PA;0;1;1;0;;508;512;;;409.3;375.3;;;ABBCEADCEBAAACACEDCDCDACCCACDCBCABCAACBDBDEDE;99999ABCEBCEDDECEEEBBCCEECCABDABEEBCDEAEBBEAEABDCC;;1;;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;;1;80;100;80;80;60;400;C;C;A;A;4;B;A;B;C;A;A;B;B;B;A;A;A;A;B;A;A;B;A;A;B
190001004675;2019;1508100;Tucuruí;15;PA;23;F;1;3;1;1502939;Dom Eliseu;15;PA;1;3;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1508100;Tucuruí;15;PA;1;1;1;1;503;508;512;515;462.2;499.9;438;477.9;AEEBADDDCBDBABCCBBABBEADBEDCABCBEDBBCCECBDAAE;ABAEDBEACAAEDEDDBCDECABACCACBADEDDEBADBABADAC;99999BACABBCCBECEBDACAEDEBABBDEAEBDAECDACEDAAABEBE;DCBAEDCCAECCADEADCAEAEDDAEAEBCBBACCAABDDCBEAE;1;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;120;120;140;120;100;600;F;B;C;B;7;C;A;C;D;A;A;B;A;A;A;A;A;A;C;A;A;E;A;B;B
190001004676;2019;1504208;Marabá;15;PA;17;F;1;3;1;1505536;Parauapebas;15;PA;2;0;2;1;0;15127311;1504208;Marabá;15;PA;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1504208;Marabá;15;PA;1;1;1;1;504;508;512;516;509.8;494.9;540.5;564.3;DECCCCBEEDBDEDBBBADDBBECDBCBBBBACDDECABCDABAB;DBCCBCABBDADBCDACDDAEDDBDADBBDBCBDECCDBAACCAD;BBEDA99999DEABDBBDECCCBCBEDDBACDABDDACCDECBBCACBED;DECEDAAEDDABADAEBEEBCDBBDBCEDBECEBEECBCAAEABE;0;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;160;200;200;200;180;940;C;D;B;B;4;E;A;B;C;B;A;B;A;B;A;B;A;A;B;A;A;E;B;B;B
190001004677;2019;1501303;Barcarena;15;PA;17;F;1;3;1;1501303;Barcarena;15;PA;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501303;Barcarena;15;PA;1;1;1;1;506;507;511;517;347.2;442.7;492.9;391.9;EDCBDBDDDBDBDCEDBBADCDABADDECAEDECAABCEADEDAB;DBECEECDABDCAEBCDECAEBBCBABEBDACCCDBDABDECEDB;BDCBA99999ECBCDBDDCBCBCCECEEEBCEDECCAEEADDABBCBDDB;EBABDDDEAEBCACAAADCBECECDAEDDEACADBECDCBACBED;0;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;1;120;140;100;100;140;600;B;E;B;C;8;D;A;C;D;A;A;B;A;B;A;A;A;A;C;A;A;C;A;A;A
190001004678;2019;1500800;Ananindeua;15;PA;17;M;1;3;1;1500800;Ananindeua;15;PA;2;0;2;1;0;15034747;1500800;Ananindeua;15;PA;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500800;Ananindeua;15;PA;1;1;1;1;505;508;512;518;422.1;534.4;516.3;585.2;DBDDDDCDADEECACABEDBBAECBADABDBEAEEDDDDEEDDED;AAEAADBBCADBACABCCEABDBBAAEAEDECBBCBCEDAAACBB;BDDBA99999BBAACEDCCEEABDBEDEEDEBEDDAADEBEECEEADEDD;DEBBABCAAEEEECAECEAACDEBADBBECEAABABBBBEDBDEE;0;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;120;120;120;120;0;480;H;E;F;B;4;B;B;B;B;A;A;B;B;A;A;A;A;A;B;A;A;A;A;A;A
190001004679;2019;1505536;Parauapebas;15;PA;15;M;1;1;1;2111300;São Luís;21;MA;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1505536;Parauapebas;15;PA;1;1;1;1;506;508;512;517;479.9;497;499.6;387.6;DECDAACEECCECBEBDBECBAACDBEADEBCCCAECDAEBDEAC;ABACAEACCAAE.CDACDEBEBAEAAEBEBCABEACBEDBADBAA;BDACA99999CBEDEEBBECBABCEADEBDCAE.ACADDBDBDAEBCCAE;CDAEAACEACADBCEBDAEBAECEBAEBCCBDBCEADCAECADBE;0;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;8;0;0;0;0;0;0;E;G;E;E;3;J;C;D;E;B;A;B;B;B;B;B;A;B;E;A;B;D;B;C;B
190001004680;2019;1501402;Belém;15;PA;34;F;1;3;1;1501402;Belém;15;PA;1;2;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501402;Belém;15;PA;1;1;1;1;503;509;514;515;396.1;427.9;483;393;CBCBCABBEABDCCAAEBCCCBCDABCEDBCEDECEBCDDCCCDC;CDDDBCBCBDDBBDBBDBDCDBDBDBDBDBBCDCDCBCDBDCDBE;99999DCBDDBBCBBDAEBBEAADCDBEEACEADBDCDCBDBDBBCBBDC;ECCDECDCDEDDDBCCCDCDCCCCCDDDDDBAEDBCDCECDDCBD;1;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;80;120;80;80;60;420;B;B;C;C;2;A;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
190001004681;2019;1501808;Breves;15;PA;23;M;1;3;2;;;;;1;2;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501808;Breves;15;PA;1;1;1;1;504;509;514;516;454.6;418.1;393.7;443.2;DECCEEDEEDADADABBBABADCEAEACBABCDDDCABEABDDDC;AAAC.BEDDEAACBDEECADBACEDBAADEADB*ADBECADAABE;99999ACAAEBBAECCBAADDCDDABBAABACEABDBEACBADBEAEDBA;CACAEBDBEEBBABBBBCECCDECBDBDBADEEAEBDACBEABAD;1;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;100;120;120;120;100;560;B;G;B;D;3;A;A;B;A;A;A;A;A;A;A;A;A;A;B;B;A;B;A;A;A
190001004682;2019;1501402;Belém;15;PA;20;F;1;1;1;1502004;Cachoeira do Arari;15;PA;1;1;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501402;Belém;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;C;B;B;3;B;A;B;B;A;A;B;A;A;A;B;A;A;B;A;B;C;A;A;B
190001004683;2019;1502400;Castanhal;15;PA;19;F;1;3;1;1502905;Curuçá;15;PA;1;2;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1502400;Castanhal;15;PA;1;1;1;1;504;507;511;516;511.9;579.1;611.8;540.2;CDDCEEDBEBEEDCAADDD*DBBBDECBBEABCCCCEDBBAAEDA;BDECABAADBAEBADEEBCCCACCEDBCCDABBECEABBBEAAAB;99999ABEADCDBADEDBEEDAAECEAECBDCBCCDEBDAADEBBCCCDE;CAAACBACCDECACCBCDBAADCCDCDAEBDBEDADCEECEECDD;1;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;160;140;140;180;140;760;H;E;F;D;5;B;A;B;D;A;A;B;B;A;A;A;A;A;B;A;A;D;A;A;B
190001004684;2019;1501907;Bujaru;15;PA;18;M;1;2;1;1501907;Bujaru;15;PA;2;0;2;1;0;;;;;;;;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501907;Bujaru;15;PA;1;1;1;1;504;508;512;516;423.2;343.9;453.9;456;CECAECEACDBDADBECBECABABEBCADBDABECBECADBECAC;CADEBBDACEADBECEBCADACEBDCADEBBEDACACEBDACDDB;99999DACEBDACBEBBECDABDDBAADBCACEBDACEBDACEBDBCEAD;CDCBCDCEDBDACEBEBDBDACECCDAECADBEDCEBBECADBEC;1;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;100;120;120;100;140;580;H;H;F;F;3;A;A;B;C;A;A;B;A;B;A;A;A;A;C;A;A;D;A;A;B
190001004685;2019;1503606;Itaituba;15;PA;25;M;0;0;1;3550308;São Paulo;35;SP;1;8;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1503606;Itaituba;15;PA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;F;F;E;F;1;O;A;D;C;B;A;B;A;A;A;B;A;B;C;A;A;B;A;B;B
190001004686;2019;1502103;Cametá;15;PA;27;F;1;3;1;1502103;Cametá;15;PA;1;7;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1502103;Cametá;15;PA;0;1;1;0;;510;513;;;394.2;412.1;;;CAADAADCDBEAAAADECDEBCABADDEEBBDDACEBCDBDEECE;99999EAEEDDBDDDACADCEBCEEECBDEEECBEEBEAEBEBBCDCDDC;;1;;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;;1;100;140;100;100;80;520;B;B;A;A;2;B;A;A;B;A;B;B;A;B;A;A;A;A;B;A;A;B;A;A;B
190001004687;2019;1501402;Belém;15;PA;18;F;1;3;1;1501402;Belém;15;PA;1;1;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500800;Ananindeua;15;PA;1;1;1;1;505;507;511;518;349.8;417.1;416.6;468.3;ADBEDCADEBCECABDBCCDBBCADDEBAABAEDBDCCBDCACAD;ADBADBDACEBCBACCDADCAACCACABEABBCDBBCEBEABCEB;99999DAEBECABECBECECCABEDBCBECDCCDDCBABBCCCDADABCD;DBDECAEBDACEBBECABEDCABEBACDBAEBDA*DCBADECABD;1;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;120;40;40;120;0;320;D;D;C;B;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;A;A;A;A
190001004688;2019;1501808;Breves;15;PA;18;F;1;2;1;1501808;Breves;15;PA;2;0;2;1;0;15583430;1501808;Breves;15;PA;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501808;Breves;15;PA;1;1;1;1;503;507;511;515;450.9;436.6;489.1;408.4;AEDDDEBEECBABCDDADBCBCAECBDEDBBBEDECEDBEEBACA;EBECBEAADBDEEEAECAEADABEDDCDCCDCAACECBAEABCDD;99999CBABDBCDBBEDAAEEACECEECEDDCEDBAEBDCCEDDBCEAAC;CCBDADDCADAECCADDEDCCBECACCCBDCCDDEBBDCECBDCE;1;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;120;120;120;120;100;580;B;B;A;A;5;A;A;B;B;A;A;B;A;A;A;A;A;A;B;B;A;C;A;A;A
190001004689;2019;1501402;Belém;15;PA;25;F;1;3;1;1507904;Soure;15;PA;1;9;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500800;Ananindeua;15;PA;1;1;1;1;506;509;514;517;484.7;530.8;591.5;459.1;DDCADDCBEDEE.ADBEEBBEEEEAAABDDDDBBDABCCBCBDCB;CEBBBEACABAACABEEACDBEADBEDABDADAAEBAEDBDDEDD;99999CCBDABACBAAADEBAAADBBEECECDDDADBCCAADECECACCC;CCCBCAECCCAADBBCBBEBBAAAADCAAEBAADBBDDDCEBEEE;1;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;1;160;200;160;180;120;820;E;E;F;D;2;A;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
190001004690;2019;1504208;Marabá;15;PA;19;M;1;2;1;1504208;Marabá;15;PA;1;2;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1504208;Marabá;15;PA;1;1;1;1;503;508;512;515;609.6;592;546.4;692.2;EAECBCDEADCACBDBBBEADDAEEBADADDEECDCBACADBBDA;CBABADBBEAEE*DCAECBEEEBDDEDEEABDBECECCCAACBAB;99999CEBAACBACDECBADCEDCCAEBCAADEEAADDDDACDEDBAAEA;EEBADDBBBEAA*EEACEDEBDADCCDEBADBBADABEDCDDBAA;1;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;160;160;180;180;120;800;E;E;C;B;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;B;A;A;A
190001004691;2019;1500958;Aurora do Pará;15;PA;22;F;1;3;1;1500958;Aurora do Pará;15;PA;1;2;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1504059;Mãe do Rio;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;H;B;F;F;7;A;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
